0,0.00,0.29,0.18,0.17,0.01,0.03,0.43,0.01,0.90,0.17,0.08,0.00,0.00,0.04,0.05,0.02,0.12,0.11,0.00,0.01,1.00,0.39
11,0.00,0.13,0.99,0.43,0.09,0.00,0.03,0.04,0.60,0.09,0.01,0.00,0.00,0.04,0.33,0.00,0.16,0.16,0.00,0.94,0.24,0.21
22,0.00,0.01,0.80,0.06,0.15,0.06,0.00,0.01,0.01,0.23,0.15,0.20,0.00,0.01,0.01,0.01,0.21,0.10,0.00,0.16,0.88,0.01
33,0.00,0.27,0.12,0.30,0.00,0.01,0.04,0.03,0.09,0.03,0.05,0.03,0.00,0.01,0.45,0.00,0.17,0.56,0.01,0.06,0.19,0.06
12,0.00,0.02,0.29,0.98,0.01,0.01,0.99,0.03,0.20,0.00,0.02,0.00,0.06,0.52,0.07,0.00,0.00,0.24,0.02,0.03,0.01,0.37
1,0.00,0.98,0.01,0.60,0.01,0.00,0.20,0.01,0.86,0.33,0.14,0.00,0.00,0.10,0.28,0.14,0.03,0.24,0.02,0.00,1.00,0.80
34,0.00,0.19,0.24,0.24,0.00,0.01,0.04,0.03,0.06,0.07,0.40,0.02,0.00,0.01,0.38,0.00,0.12,0.95,0.01,0.05,0.33,0.06
23,0.00,0.00,0.01,0.30,0.01,0.03,0.03,0.02,0.23,0.12,0.18,0.02,0.00,0.00,0.60,0.02,0.29,0.59,0.03,0.05,0.99,0.01
13,0.00,0.02,0.11,1.00,0.01,0.01,0.43,0.07,0.99,0.01,0.03,0.00,0.00,0.41,0.50,0.02,0.00,0.03,0.01,0.01,0.24,0.47
2,0.00,0.97,0.01,0.25,0.00,0.00,0.32,0.02,0.99,0.70,0.16,0.00,0.00,0.01,0.03,0.05,0.04,0.49,0.00,0.03,1.00,0.69
35,0.00,0.07,0.98,0.32,0.01,0.02,0.30,0.03,0.25,0.03,0.05,0.00,0.00,0.02,0.10,0.00,0.03,0.45,0.00,0.80,0.06,0.13
24,0.00,0.01,0.01,0.63,0.01,0.01,0.03,0.02,0.28,0.10,0.08,0.01,0.00,0.00,0.08,0.01,0.47,0.19,0.02,0.07,0.96,0.03
14,0.00,0.90,0.64,0.35,0.00,0.01,0.79,0.02,0.24,0.08,0.34,0.00,0.00,0.05,0.03,0.03,0.03,0.84,0.00,0.01,0.98,0.11
3,0.00,0.03,1.00,0.81,0.06,0.12,0.04,0.02,0.08,0.04,0.03,0.01,0.00,0.03,0.05,0.00,0.01,0.03,0.00,0.91,0.09,0.04
36,0.00,0.08,0.82,0.12,0.01,0.02,0.46,0.02,0.30,0.03,0.06,0.00,0.00,0.02,0.14,0.00,0.07,0.29,0.00,0.72,0.04,0.17
25,0.00,0.03,0.03,0.65,0.01,0.01,0.01,0.01,0.12,0.06,0.23,0.02,0.00,0.00,0.56,0.01,0.55,0.38,0.01,0.27,0.67,0.02
15,0.00,0.33,0.84,0.78,0.01,0.01,0.72,0.02,0.46,0.07,0.25,0.00,0.00,0.05,0.08,0.01,0.03,0.75,0.00,0.11,0.90,0.15
4,0.00,0.09,1.00,0.30,0.07,0.01,0.03,0.04,0.29,0.01,0.02,0.01,0.00,0.03,0.05,0.00,0.03,0.32,0.00,1.00,0.01,0.29
37,0.00,0.02,1.00,0.07,0.01,0.07,0.08,0.02,0.15,0.05,0.02,0.01,0.00,0.01,0.11,0.00,0.13,0.56,0.00,0.97,0.10,0.08
26,0.00,0.49,0.01,0.94,0.00,0.01,0.54,0.02,0.21,0.02,0.19,0.00,0.00,0.04,0.03,0.01,0.15,0.54,0.06,0.01,0.43,0.04
5,0.00,0.07,1.00,0.92,0.04,0.00,0.06,0.05,0.10,0.07,0.25,0.01,0.00,0.01,0.42,0.00,0.06,0.89,0.00,0.98,0.11,0.04
16,0.00,0.02,1.00,0.96,0.08,0.01,0.12,0.04,0.11,0.11,0.08,0.02,0.00,0.07,0.05,0.01,0.02,0.85,0.00,0.99,0.54,0.04
38,0.00,0.12,0.99,0.15,0.01,0.06,0.04,0.02,0.02,0.03,0.07,0.03,0.00,0.01,0.17,0.00,0.26,0.20,0.01,0.23,0.03,0.01
27,0.00,0.12,0.02,0.99,0.01,0.00,0.14,0.03,0.92,0.20,0.03,0.00,0.00,0.17,0.09,0.11,0.02,0.06,0.00,0.39,0.90,0.51
39,0.00,0.06,0.96,0.97,0.01,0.05,0.99,0.01,0.31,0.01,0.26,0.00,0.06,0.01,0.02,0.00,0.03,0.08,0.00,0.72,0.23,0.14
6,0.00,0.09,0.99,0.71,0.02,0.02,0.06,0.06,0.06,0.04,0.18,0.01,0.00,0.01,0.40,0.00,0.06,0.87,0.00,0.92,0.07,0.05
17,0.00,0.02,1.00,0.98,0.11,0.23,0.01,0.02,0.02,0.04,0.00,0.01,0.00,0.01,0.01,0.02,0.02,0.12,0.00,1.00,0.50,0.01
28,0.00,0.12,1.00,0.66,0.02,0.13,0.02,0.02,0.07,0.02,0.03,0.01,0.00,0.02,0.02,0.01,0.03,0.04,0.00,0.85,0.06,0.05
40,0.00,0.00,0.53,0.28,0.01,0.06,0.01,0.01,0.25,0.01,0.01,0.01,0.00,0.03,0.08,0.01,0.02,0.03,0.01,0.64,0.02,0.45
7,0.00,0.47,0.59,0.12,0.01,0.01,0.07,0.04,0.12,0.04,0.06,0.01,0.00,0.01,0.15,0.00,0.08,0.29,0.00,0.25,0.11,0.17
18,0.00,0.04,1.00,0.21,0.03,0.06,0.02,0.03,0.05,0.07,0.08,0.03,0.00,0.00,0.05,0.01,0.34,0.43,0.00,0.49,0.12,0.02
29,0.00,0.02,0.88,0.11,0.01,0.04,0.02,0.01,0.36,0.05,0.03,0.02,0.00,0.01,0.04,0.00,0.02,0.06,0.00,0.70,0.18,0.64
41,0.00,0.00,1.00,0.93,0.62,0.07,0.00,0.00,0.04,0.00,0.00,0.00,0.06,0.01,0.03,0.02,0.13,0.01,0.00,0.90,0.00,0.00
8,0.00,0.02,0.99,0.98,0.04,0.01,0.08,0.07,0.08,0.08,0.11,0.01,0.00,0.02,0.65,0.01,0.02,0.56,0.00,0.95,0.06,0.05
19,0.00,0.02,0.89,0.08,0.01,0.03,0.04,0.05,0.08,0.06,0.13,0.02,0.00,0.00,0.45,0.00,0.23,0.77,0.00,0.17,0.62,0.06
30,0.00,0.04,0.15,0.02,0.01,0.02,0.05,0.01,0.40,0.02,0.02,0.00,0.00,0.01,0.02,0.00,0.26,0.16,0.00,0.30,0.38,0.74
42,0.00,0.00,0.00,0.04,0.00,0.00,0.01,0.00,0.96,0.99,0.00,0.00,0.00,0.08,0.01,0.09,0.01,0.01,0.69,0.86,1.00,0.36
9,0.00,0.89,0.04,0.07,0.02,0.00,0.08,0.03,0.26,0.10,0.03,0.00,0.00,0.06,0.32,0.02,0.04,0.02,0.00,0.08,0.47,0.47
20,0.00,0.01,0.47,0.44,0.01,0.03,0.02,0.03,0.02,0.10,0.27,0.02,0.00,0.01,0.06,0.01,0.04,0.78,0.01,0.02,0.92,0.08
31,0.00,0.02,0.97,1.00,0.09,0.02,0.10,0.13,0.05,0.04,0.06,0.01,0.00,0.01,0.00,0.02,0.08,0.23,0.00,0.52,0.01,0.01
43,0.00,0.10,0.36,0.05,0.03,0.03,0.02,0.00,0.34,0.00,0.00,0.01,0.00,0.03,0.06,0.01,0.07,0.04,0.00,0.91,0.01,0.51
10,0.00,0.56,0.04,0.30,0.03,0.00,0.07,0.03,0.59,0.16,0.03,0.00,0.00,0.12,0.10,0.03,0.01,0.02,0.00,0.15,0.86,0.62
21,0.00,0.00,0.55,0.97,0.01,0.11,0.01,0.01,0.02,0.16,0.20,0.13,0.00,0.00,0.47,0.00,0.15,0.36,0.01,0.15,0.40,0.00
32,0.00,0.13,0.11,0.20,0.01,0.04,0.02,0.00,0.22,0.07,0.01,0.01,0.00,0.02,0.09,0.01,0.23,0.04,0.00,0.31,0.66,0.66
44,0.00,0.96,0.02,0.17,0.01,0.01,0.37,0.00,0.96,0.03,0.00,0.00,0.00,0.10,0.01,0.00,0.02,0.02,0.01,0.37,0.36,0.45
55,0.00,0.59,0.00,0.43,0.01,0.02,0.01,0.01,0.26,0.34,0.13,0.72,0.00,0.01,0.41,0.01,0.18,0.85,0.04,0.05,0.99,0.02
66,0.00,0.43,0.02,0.00,0.01,0.01,0.05,0.01,0.19,0.04,0.03,0.42,0.00,0.06,0.04,0.01,0.03,0.24,0.95,0.23,0.04,0.00
77,0.00,0.80,0.02,0.07,0.00,0.01,1.00,0.04,0.33,0.00,0.04,0.00,0.00,0.01,0.02,0.00,0.07,1.00,0.87,0.04,0.01,0.05
45,0.00,0.51,0.56,0.33,0.02,0.00,0.04,0.05,0.55,0.06,0.04,0.01,0.00,0.01,0.06,0.01,0.07,0.27,0.00,0.79,0.06,0.10
56,0.00,0.41,0.00,0.07,0.01,0.02,0.02,0.01,0.20,0.17,0.09,0.55,0.00,0.01,0.27,0.01,0.30,1.00,0.05,0.09,0.59,0.02
67,0.00,0.11,0.07,0.00,0.01,0.01,0.00,0.01,0.29,0.06,0.01,0.23,0.00,0.00,0.04,0.04,0.07,0.05,0.87,0.89,0.10,0.01
78,0.00,0.83,0.03,0.04,0.00,0.01,1.00,0.03,0.52,0.00,0.03,0.00,0.00,0.02,0.02,0.00,0.05,1.00,0.84,0.08,0.01,0.08
46,0.00,0.11,0.01,0.01,0.00,0.03,0.37,0.00,1.00,0.02,0.00,0.00,0.00,0.12,0.02,0.01,0.03,0.00,0.10,0.20,0.06,0.97
57,0.00,0.85,0.00,0.01,0.00,0.01,0.13,0.02,0.03,0.12,0.08,0.72,0.00,0.00,0.04,0.00,0.32,1.00,0.06,0.61,0.09,0.02
68,0.00,0.11,0.01,0.04,0.00,0.05,0.01,0.01,0.51,0.39,0.05,0.07,0.00,0.00,0.12,0.02,0.38,0.48,0.14,0.69,0.94,0.01
79,0.00,0.84,0.02,0.11,0.01,0.00,0.59,0.04,0.25,0.04,0.12,0.00,0.00,0.47,0.01,0.00,0.16,0.70,0.66,0.00,0.33,0.10
47,0.00,0.45,0.45,0.03,0.01,0.01,0.08,0.02,0.41,0.01,0.00,0.03,0.00,0.01,0.02,0.00,0.17,0.09,0.00,0.35,0.07,0.43
58,0.00,0.34,0.00,0.97,0.01,0.00,1.00,0.02,0.28,0.01,0.24,0.00,0.00,0.01,0.02,0.01,0.02,0.04,0.07,0.01,0.63,0.42
69,0.00,0.01,0.01,0.06,0.01,0.02,0.03,0.05,0.03,0.03,0.01,0.09,0.00,0.01,0.16,0.01,1.00,1.00,0.07,0.23,0.33,0.01
80,0.00,0.17,0.02,0.01,0.01,0.01,0.48,0.01,0.97,0.03,0.03,0.00,0.00,0.16,0.02,0.00,0.02,0.65,0.96,0.02,0.88,0.47
48,0.00,0.02,1.00,0.30,0.01,0.16,0.02,0.02,0.07,0.11,0.06,0.10,0.00,0.00,0.02,0.01,0.12,0.82,0.01,0.77,0.31,0.00
59,0.00,0.95,0.00,0.01,0.00,0.01,0.32,0.03,0.02,0.01,0.10,0.32,0.00,0.01,0.02,0.00,0.32,1.00,0.22,0.27,0.02,0.01
70,0.00,0.73,0.02,0.01,0.01,0.02,0.93,0.03,0.16,0.01,0.03,0.01,0.00,0.06,0.01,0.00,0.31,0.99,0.31,0.02,0.26,0.04
81,0.00,0.74,0.02,0.36,0.01,0.00,0.67,0.01,0.97,0.03,0.04,0.00,0.00,0.68,0.02,0.00,0.05,0.11,0.49,0.00,0.88,0.45
49,0.00,0.14,0.13,0.04,0.01,0.05,0.01,0.01,0.25,0.04,0.01,0.01,0.00,0.00,0.18,0.00,0.36,0.47,0.01,0.28,0.20,0.04
60,0.00,0.69,0.02,0.01,0.01,0.02,0.02,0.00,0.03,0.05,0.01,0.78,0.00,0.01,0.02,0.00,0.45,1.00,0.04,0.32,0.13,0.02
71,0.00,0.70,0.01,0.02,0.00,0.02,0.95,0.02,0.04,0.01,0.07,0.04,0.00,0.02,0.00,0.00,0.30,1.00,0.34,0.06,0.02,0.01
82,0.00,0.60,0.01,0.10,0.00,0.00,0.83,0.01,0.88,0.01,0.03,0.00,0.00,0.31,0.01,0.00,0.16,0.11,0.32,0.00,0.29,0.59
50,0.00,0.10,0.92,0.20,0.03,0.03,0.01,0.01,0.16,0.01,0.00,0.01,0.00,0.04,0.02,0.00,0.10,0.04,0.01,1.00,0.08,0.35
61,0.00,0.11,0.00,0.01,0.01,0.01,0.01,0.01,0.03,0.10,0.02,0.76,0.00,0.01,0.01,0.00,0.64,1.00,0.03,0.59,0.33,0.02
72,0.00,0.04,0.01,0.02,0.02,0.01,0.06,0.01,0.03,0.01,0.01,0.17,0.00,0.00,0.12,0.00,0.94,1.00,0.10,0.72,0.01,0.02
83,0.00,0.35,0.01,0.07,0.00,0.02,0.74,0.01,0.92,0.01,0.02,0.00,0.00,0.03,0.20,0.00,0.07,0.48,0.34,0.62,0.27,0.10
51,0.00,1.00,0.00,0.11,0.01,0.00,0.11,0.01,0.18,0.21,0.26,0.01,0.00,0.01,0.05,0.00,0.14,0.72,0.02,0.02,0.90,0.03
62,0.00,0.42,0.00,0.01,0.01,0.03,0.01,0.00,0.18,0.09,0.02,0.28,0.00,0.00,0.03,0.02,0.37,1.00,0.04,0.37,0.44,0.19
73,0.00,0.16,0.00,0.04,0.00,0.02,0.05,0.01,0.25,0.24,0.08,0.02,0.00,0.00,0.03,0.03,0.56,0.97,0.07,0.08,0.64,0.01
84,0.00,0.06,0.01,0.01,0.00,0.11,0.20,0.01,0.52,0.04,0.03,0.00,0.00,0.01,0.22,0.00,0.25,0.11,0.09,0.25,0.87,0.08
52,0.00,0.89,0.07,0.37,0.00,0.01,0.29,0.03,0.40,0.04,0.07,0.01,0.00,0.00,0.06,0.00,0.45,0.95,0.01,0.10,0.54,0.02
63,0.00,0.86,0.01,0.05,0.00,0.01,0.07,0.00,1.00,0.08,0.00,0.00,0.00,0.11,0.01,0.01,0.08,0.02,0.07,0.20,0.45,0.94
74,0.00,0.30,0.01,0.01,0.00,0.02,1.00,0.01,0.06,0.00,0.03,0.01,0.00,0.01,0.00,0.00,0.82,1.00,0.09,0.59,0.01,0.01
85,0.00,0.00,0.95,0.68,0.02,0.01,0.05,0.04,0.99,0.08,0.01,0.00,0.00,0.13,0.51,0.01,0.02,0.21,0.00,0.65,0.17,0.86
53,0.00,0.71,0.04,0.36,0.01,0.02,0.07,0.01,0.24,0.06,0.10,0.04,0.00,0.00,0.11,0.01,0.12,0.51,0.01,0.07,0.80,0.03
75,0.00,0.99,0.01,0.07,0.00,0.00,0.99,0.06,0.27,0.01,0.13,0.00,0.00,0.02,0.00,0.00,0.06,1.00,0.47,0.01,0.03,0.05
64,0.00,0.99,0.03,0.01,0.01,0.02,0.77,0.01,0.76,0.06,0.09,0.03,0.00,0.01,0.08,0.00,0.04,0.64,0.81,0.21,0.25,0.00
86,0.00,0.05,0.12,0.62,0.00,0.01,0.25,0.07,0.94,0.02,0.01,0.00,0.00,0.09,0.28,0.02,0.04,0.02,0.01,0.08,0.12,0.85
54,0.00,0.55,0.00,0.75,0.01,0.02,0.01,0.01,0.48,0.41,0.37,0.28,0.00,0.01,0.22,0.01,0.08,0.63,0.02,0.02,1.00,0.02
76,0.00,0.91,0.01,0.01,0.00,0.00,0.92,0.06,0.11,0.02,0.23,0.01,0.00,0.08,0.01,0.00,0.14,1.00,0.47,0.00,0.08,0.03
65,0.00,0.80,0.01,0.06,0.01,0.00,0.91,0.10,0.63,0.20,0.47,0.00,0.00,0.19,0.01,0.01,0.05,0.98,0.67,0.01,0.99,0.03
87,0.00,0.50,0.10,0.07,0.00,0.01,0.14,0.01,0.86,0.04,0.00,0.00,0.00,0.04,0.68,0.01,0.12,0.03,0.02,0.02,0.88,0.72
88,0.00,0.98,0.03,0.03,0.00,0.00,0.23,0.02,0.34,0.07,0.01,0.00,0.00,0.11,0.31,0.01,0.12,0.31,0.01,0.03,0.97,0.63
99,0.00,0.02,1.00,1.00,0.06,0.11,0.64,0.01,0.27,0.05,0.17,0.00,0.00,0.01,0.06,0.01,0.01,0.05,0.00,0.13,0.11,0.06
110,0.00,0.01,0.99,1.00,0.05,0.05,0.99,0.05,0.13,0.02,0.02,0.00,0.13,0.03,0.01,0.03,0.00,0.03,0.00,0.04,0.04,0.07
121,0.00,0.02,1.00,0.98,0.03,0.40,0.28,0.04,0.09,0.19,0.12,0.00,0.21,0.01,0.01,0.01,0.06,0.08,0.01,0.16,0.87,0.01
89,0.00,0.43,0.01,0.33,0.00,0.00,0.05,0.02,0.46,0.95,0.03,0.00,0.00,0.01,0.02,0.14,0.17,0.07,0.00,0.29,1.00,0.28
100,0.00,0.03,0.02,0.38,0.00,0.06,0.60,0.02,0.17,0.03,0.06,0.00,0.00,0.00,0.48,0.00,0.05,0.97,0.12,0.05,0.99,0.15
111,0.00,0.00,1.00,1.00,0.12,0.09,0.85,0.07,0.21,0.03,0.00,0.00,0.12,0.02,0.01,0.03,0.00,0.01,0.00,0.14,0.41,0.02
122,0.00,0.06,1.00,1.00,0.01,0.02,0.99,0.04,0.05,0.01,0.05,0.00,0.06,0.05,0.08,0.00,0.03,0.25,0.01,0.15,0.03,0.07
90,0.00,0.01,1.00,0.98,0.16,0.01,0.02,0.01,0.23,0.02,0.06,0.00,0.00,0.01,0.02,0.00,0.18,0.67,0.01,1.00,0.34,0.06
101,0.00,0.00,1.00,0.70,0.09,0.27,0.01,0.00,0.09,0.02,0.01,0.00,0.06,0.02,0.04,0.01,0.05,0.05,0.00,0.97,0.09,0.02
112,0.00,0.08,0.59,0.99,0.01,0.01,0.34,0.01,0.13,0.05,0.47,0.00,0.06,0.03,0.17,0.02,0.07,0.33,0.00,0.06,0.07,0.05
123,0.00,0.14,0.23,0.25,0.00,0.05,0.91,0.04,0.02,0.02,0.16,0.00,0.00,0.14,0.18,0.00,0.09,0.51,0.02,0.00,0.07,0.02
91,0.00,0.61,0.27,0.05,0.00,0.02,0.17,0.02,0.34,0.03,0.00,0.00,0.00,0.01,0.23,0.01,0.46,0.11,0.01,0.08,0.58,0.30
102,0.00,0.01,0.25,1.00,0.06,0.00,0.73,0.06,0.98,0.04,0.13,0.00,0.00,0.13,0.09,0.02,0.02,0.04,0.01,0.08,0.98,0.96
113,0.00,0.00,1.00,0.18,0.04,0.67,0.01,0.00,0.05,0.04,0.02,0.00,0.06,0.01,0.08,0.01,0.41,0.03,0.00,0.71,0.05,0.01
124,0.00,0.00,1.00,0.84,0.19,0.29,0.01,0.01,0.01,0.03,0.03,0.00,0.12,0.01,0.04,0.02,0.21,0.03,0.00,0.73,0.01,0.00
103,0.00,0.00,1.00,0.97,0.26,0.10,0.47,0.01,0.24,0.00,0.01,0.00,0.07,0.01,0.01,0.01,0.02,0.02,0.01,0.99,0.04,0.00
92,0.00,0.76,0.59,0.03,0.00,0.01,0.18,0.02,0.50,0.02,0.01,0.00,0.00,0.01,0.09,0.00,0.35,0.05,0.01,0.30,0.12,0.61
114,0.00,0.52,0.13,0.65,0.01,0.02,0.99,0.03,0.19,0.00,0.02,0.00,0.00,0.34,0.04,0.02,0.03,0.07,0.01,0.01,0.04,0.35
125,0.00,0.01,0.96,0.97,0.06,0.10,0.00,0.00,0.00,0.07,0.02,0.01,0.09,0.01,0.01,0.01,0.71,0.14,0.00,0.51,0.25,0.00
104,0.00,0.00,0.98,0.31,0.17,0.37,0.02,0.01,0.14,0.10,0.02,0.00,0.05,0.01,0.02,0.02,0.08,0.00,0.00,0.02,0.30,0.00
93,0.00,0.06,0.13,0.99,0.00,0.00,0.01,0.04,0.73,0.22,0.04,0.00,0.00,0.04,0.01,0.10,0.07,0.04,0.00,0.72,1.00,0.98
115,0.00,0.01,0.82,0.84,0.01,0.32,0.09,0.02,0.10,0.06,0.02,0.00,0.11,0.02,0.11,0.01,0.05,0.04,0.00,0.46,0.09,0.01
126,0.00,0.02,0.39,1.00,0.01,0.00,0.04,0.01,0.02,0.03,0.47,0.11,0.00,0.08,0.10,0.01,0.03,0.90,0.02,0.04,0.07,0.04
94,0.00,0.15,0.33,0.03,0.01,0.01,0.33,0.02,0.30,0.01,0.01,0.00,0.00,0.01,0.05,0.00,0.57,0.20,0.01,0.67,0.06,0.38
105,0.00,0.01,1.00,0.91,0.18,0.37,0.00,0.03,0.05,0.41,0.01,0.00,0.13,0.02,0.05,0.03,0.01,0.00,0.00,0.09,0.50,0.01
116,0.00,0.10,0.98,0.90,0.01,0.13,0.34,0.12,0.07,0.02,0.08,0.00,0.00,0.08,0.03,0.03,0.02,0.01,0.01,0.06,0.01,0.01
