0,0.00,0.08,0.37,0.18,0.01,0.03,0.64,0.01,0.97,0.23,0.05,0.00,0.00,0.03,0.05,0.01,0.07,0.14,0.00,0.01,1.00,0.51
22,0.00,0.00,0.98,0.05,0.12,0.07,0.00,0.01,0.01,0.19,0.16,0.07,0.00,0.01,0.01,0.01,0.24,0.08,0.00,0.38,0.94,0.01
11,0.00,0.08,1.00,0.66,0.03,0.01,0.03,0.03,0.75,0.11,0.03,0.00,0.00,0.01,0.09,0.00,0.15,0.29,0.00,0.96,0.46,0.43
33,0.00,0.06,0.25,0.36,0.01,0.01,0.08,0.03,0.17,0.05,0.11,0.01,0.00,0.01,0.17,0.00,0.06,0.69,0.01,0.17,0.83,0.19
1,0.00,0.45,0.01,0.28,0.01,0.00,0.48,0.01,0.94,0.23,0.06,0.00,0.00,0.07,0.48,0.10,0.03,0.07,0.03,0.01,1.00,0.72
23,0.00,0.00,0.02,0.53,0.01,0.03,0.05,0.02,0.33,0.09,0.23,0.01,0.00,0.00,0.42,0.01,0.10,0.88,0.06,0.09,1.00,0.02
12,0.00,0.03,0.65,0.93,0.00,0.02,0.99,0.03,0.23,0.00,0.01,0.00,0.05,0.40,0.03,0.00,0.01,0.06,0.02,0.04,0.02,0.46
34,0.00,0.05,0.56,0.24,0.01,0.02,0.09,0.03,0.08,0.10,0.55,0.01,0.00,0.01,0.11,0.00,0.05,0.95,0.01,0.11,0.95,0.19
2,0.00,0.46,0.04,0.11,0.00,0.00,0.93,0.02,1.00,0.57,0.07,0.00,0.00,0.00,0.02,0.03,0.02,0.66,0.00,0.04,1.00,0.88
24,0.00,0.00,0.02,0.45,0.01,0.02,0.13,0.02,0.32,0.07,0.16,0.00,0.00,0.00,0.03,0.01,0.22,0.56,0.04,0.11,0.99,0.05
13,0.00,0.03,0.10,0.97,0.00,0.03,0.64,0.07,0.98,0.01,0.03,0.00,0.00,0.39,0.12,0.01,0.00,0.01,0.02,0.01,0.47,0.56
35,0.00,0.06,0.99,0.31,0.01,0.02,0.57,0.03,0.49,0.06,0.14,0.00,0.00,0.01,0.01,0.00,0.02,0.62,0.00,0.79,0.38,0.29
3,0.00,0.05,1.00,0.55,0.04,0.14,0.11,0.04,0.29,0.04,0.06,0.00,0.00,0.01,0.01,0.01,0.01,0.02,0.00,0.74,0.27,0.11
14,0.00,0.75,0.95,0.24,0.00,0.02,0.97,0.02,0.42,0.09,0.28,0.00,0.00,0.03,0.02,0.02,0.01,0.83,0.00,0.02,1.00,0.23
25,0.00,0.01,0.07,0.72,0.01,0.02,0.02,0.01,0.15,0.06,0.34,0.00,0.00,0.00,0.15,0.01,0.35,0.57,0.02,0.40,0.83,0.05
36,0.00,0.05,0.97,0.15,0.01,0.02,0.84,0.02,0.64,0.05,0.16,0.00,0.00,0.01,0.01,0.00,0.03,0.57,0.00,0.75,0.29,0.47
4,0.00,0.08,1.00,0.42,0.05,0.01,0.06,0.04,0.58,0.02,0.04,0.00,0.00,0.02,0.01,0.00,0.03,0.41,0.00,1.00,0.06,0.74
26,0.00,0.42,0.05,0.84,0.00,0.01,0.88,0.04,0.27,0.01,0.35,0.00,0.00,0.03,0.03,0.01,0.07,0.48,0.05,0.01,0.67,0.11
15,0.00,0.26,0.98,0.89,0.01,0.01,0.95,0.02,0.65,0.09,0.47,0.00,0.00,0.02,0.01,0.01,0.02,0.91,0.00,0.23,0.98,0.34
37,0.00,0.01,0.99,0.07,0.01,0.09,0.09,0.02,0.26,0.07,0.07,0.00,0.00,0.01,0.01,0.00,0.16,0.72,0.00,0.95,0.61,0.16
5,0.00,0.07,1.00,0.93,0.03,0.01,0.26,0.06,0.18,0.08,0.59,0.00,0.00,0.01,0.04,0.00,0.04,0.99,0.00,0.95,0.53,0.08
27,0.00,0.11,0.12,1.00,0.01,0.00,0.62,0.03,1.00,0.10,0.04,0.00,0.00,0.07,0.02,0.05,0.01,0.04,0.00,0.60,0.94,0.94
16,0.00,0.01,1.00,0.93,0.04,0.01,0.35,0.05,0.40,0.15,0.13,0.00,0.00,0.03,0.01,0.01,0.02,0.80,0.00,0.99,0.92,0.08
38,0.00,0.04,0.97,0.17,0.01,0.09,0.05,0.03,0.03,0.06,0.23,0.01,0.00,0.01,0.05,0.00,0.12,0.55,0.01,0.20,0.66,0.02
6,0.00,0.07,0.99,0.70,0.01,0.02,0.12,0.06,0.11,0.05,0.35,0.00,0.00,0.00,0.10,0.00,0.06,0.97,0.00,0.81,0.34,0.11
28,0.00,0.13,1.00,0.19,0.02,0.16,0.03,0.02,0.16,0.03,0.06,0.00,0.00,0.01,0.00,0.01,0.03,0.03,0.00,0.77,0.15,0.11
17,0.00,0.02,1.00,0.87,0.14,0.17,0.01,0.03,0.06,0.06,0.00,0.01,0.00,0.02,0.01,0.02,0.03,0.02,0.00,0.98,0.87,0.01
39,0.00,0.04,0.99,0.93,0.01,0.06,1.00,0.01,0.52,0.01,0.20,0.00,0.06,0.01,0.00,0.00,0.03,0.04,0.00,0.38,0.53,0.31
29,0.00,0.02,0.90,0.05,0.01,0.05,0.06,0.01,0.64,0.05,0.04,0.00,0.00,0.01,0.01,0.00,0.02,0.13,0.00,0.71,0.45,0.85
7,0.00,0.40,0.63,0.18,0.01,0.02,0.13,0.05,0.16,0.05,0.18,0.00,0.00,0.00,0.06,0.00,0.06,0.65,0.00,0.29,0.28,0.33
18,0.00,0.03,1.00,0.16,0.03,0.13,0.03,0.03,0.12,0.14,0.13,0.00,0.00,0.00,0.01,0.01,0.19,0.53,0.00,0.43,0.97,0.04
40,0.00,0.00,0.67,0.15,0.01,0.06,0.02,0.01,0.56,0.01,0.01,0.00,0.00,0.02,0.04,0.01,0.01,0.02,0.01,0.68,0.02,0.48
30,0.00,0.03,0.18,0.02,0.01,0.01,0.09,0.01,0.39,0.02,0.04,0.00,0.00,0.00,0.01,0.00,0.19,0.36,0.01,0.32,0.79,0.89
8,0.00,0.03,0.99,0.99,0.02,0.01,0.18,0.10,0.27,0.09,0.24,0.00,0.00,0.01,0.12,0.01,0.02,0.64,0.00,0.84,0.16,0.16
19,0.00,0.01,0.96,0.07,0.01,0.06,0.07,0.05,0.06,0.08,0.26,0.00,0.00,0.00,0.16,0.00,0.09,0.91,0.01,0.15,0.98,0.12
41,0.00,0.00,1.00,0.84,0.62,0.07,0.00,0.01,0.07,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.13,0.00,0.01,0.84,0.01,0.00
