0,0.00,0.00,0.00,0.00,0.02,0.00,0.22,0.00,0.02,0.00,0.00,0.00,0.05,0.48,0.95,0.01,0.38,0.00,0.18,0.06,0.00,0.01
30,0.00,0.95,0.00,0.06,0.00,0.00,0.18,0.01,0.01,0.25,0.02,0.00,0.00,0.01,0.00,0.05,0.01,0.01,0.19,1.00,0.23,0.01
45,0.00,0.04,0.00,0.02,0.00,0.00,0.01,0.00,0.02,0.03,0.01,0.00,0.00,0.05,0.01,0.09,0.01,0.00,1.00,0.99,0.02,0.01
15,0.00,0.04,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.04,0.01,0.00,0.00,0.03,0.00,0.09,0.01,0.00,1.00,0.96,0.09,0.01
1,0.00,0.85,0.02,0.41,0.00,0.00,0.68,0.01,0.03,0.15,0.03,0.00,0.00,0.02,0.00,0.10,0.01,0.00,0.99,0.80,0.68,0.04
31,0.00,0.81,0.00,0.07,0.00,0.00,0.44,0.02,0.10,0.87,0.03,0.00,0.00,0.00,0.00,0.02,0.07,0.41,0.94,0.54,0.99,0.02
16,0.00,0.97,0.00,0.46,0.00,0.00,0.70,0.00,0.05,0.13,0.21,0.00,0.00,0.01,0.00,0.17,0.01,0.01,0.19,0.74,0.55,0.04
46,0.00,0.89,0.00,0.14,0.00,0.00,0.15,0.00,0.04,0.13,0.02,0.00,0.00,0.03,0.00,0.09,0.00,0.00,1.00,0.95,0.15,0.01
2,0.00,0.09,0.00,0.33,0.00,0.00,0.07,0.01,0.01,0.10,0.35,0.00,0.00,0.01,0.02,0.26,0.05,0.40,0.09,0.44,0.02,0.03
32,0.00,0.14,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.96,0.03,0.00,0.00,0.15,0.00,0.02,0.02,0.13,1.00,0.81,0.99,0.00
47,0.00,0.01,0.00,0.10,0.01,0.00,0.00,0.00,0.01,0.06,0.04,0.00,0.00,0.02,0.00,0.28,0.00,0.00,1.00,0.05,0.07,0.01
17,0.00,0.84,0.00,0.06,0.00,0.00,0.08,0.00,0.02,0.65,0.01,0.00,0.00,0.07,0.00,0.06,0.01,0.01,0.34,1.00,0.91,0.01
3,0.00,0.00,0.00,0.67,0.00,0.00,0.10,0.01,0.01,0.05,0.13,0.00,0.00,0.01,0.00,0.21,0.00,0.01,0.31,0.98,0.02,0.01
33,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.89,0.02,0.00,0.00,0.14,0.00,0.02,0.02,0.03,1.00,0.87,0.98,0.00
18,0.00,0.99,0.01,0.24,0.00,0.00,0.86,0.00,0.07,0.06,0.01,0.00,0.00,0.23,0.00,0.03,0.00,0.00,0.15,1.00,0.40,0.04
48,0.00,0.24,0.00,0.08,0.01,0.00,0.03,0.01,0.04,0.28,0.09,0.00,0.00,0.01,0.00,0.08,0.03,0.01,1.00,0.26,0.30,0.02
4,0.00,0.01,0.00,0.13,0.01,0.00,0.05,0.00,0.08,0.03,0.04,0.00,0.00,0.08,0.01,0.28,0.01,0.00,0.11,1.00,0.02,0.04
