Time/ms	Current/mA	Voltage/V
1384135808787	-215.0	4.06
1384135808895	-215.0	4.06
1384135809004	-215.0	4.06
1384135809140	-215.0	4.06
1384135809262	-215.0	4.06
1384135809370	-215.0	4.06
1384135809486	-215.0	4.06
1384135809593	-394.0	4.013
1384135809702	-394.0	4.013
1384135809816	-394.0	4.013
1384135809925	-394.0	4.013
1384135810030	-394.0	4.013
1384135810138	-394.0	4.013
1384135810245	-394.0	4.013
1384135810355	-394.0	4.013
1384135810461	-394.0	4.013
1384135810569	-394.0	4.013
1384135810679	-341.0	3.988
1384135810845	-341.0	3.988
1384135810961	-341.0	3.988
1384135811077	-341.0	3.988
1384135811183	-341.0	3.988
1384135811291	-341.0	3.988
1384135811399	-341.0	3.988
1384135811508	-341.0	3.988
1384135811615	-293.0	4.007
1384135811724	-293.0	4.007
1384135811853	-293.0	4.007
1384135811962	-293.0	4.007
1384135812072	-293.0	4.007
1384135812182	-293.0	4.007
1384135812290	-293.0	4.007
1384135812400	-293.0	4.007
1384135812530	-293.0	4.007
1384135812639	-231.0	4.057
1384135812747	-231.0	4.057
1384135812855	-231.0	4.057
1384135812963	-231.0	4.057
1384135813071	-231.0	4.057
1384135813180	-231.0	4.057
1384135813292	-231.0	4.057
1384135813401	-231.0	4.057
1384135813509	-231.0	4.057
1384135813618	-208.0	4.061
1384135813726	-208.0	4.061
1384135813835	-208.0	4.061
1384135813943	-208.0	4.061
1384135814079	-208.0	4.061
1384135814187	-208.0	4.061
1384135814296	-208.0	4.061
1384135814405	-208.0	4.061
1384135814513	-208.0	4.061
1384135814621	-244.0	4.044
1384135814729	-244.0	4.044
1384135814860	-244.0	4.044
1384135814969	-244.0	4.044
1384135815078	-244.0	4.044
1384135815185	-244.0	4.044
1384135815294	-244.0	4.044
1384135815404	-244.0	4.044
1384135815511	-244.0	4.044
1384135815642	-209.0	4.062
1384135815751	-209.0	4.062
1384135815905	-209.0	4.062
1384135816015	-209.0	4.062
1384135816127	-209.0	4.062
1384135816238	-209.0	4.062
1384135816363	-209.0	4.062
1384135816472	-209.0	4.062
1384135816580	-209.0	4.062
1384135816688	-242.0	4.044
1384135816796	-242.0	4.044
1384135816904	-242.0	4.044
