1, 1383791675887, 1383791675930, 43, 43
2, 1383791675935, 1383791675997, 62, 19
3, 1383791676001, 1383791676032, 31, 31
4, 1383791676035, 1383791676062, 27, 4
5, 1383791676066, 1383791676098, 32, 5
6, 1383791676103, 1383791676133, 30, 2
7, 1383791676138, 1383791676163, 25, 5
8, 1383791676192, 1383791676233, 41, 16
9, 1383791676236, 1383791676280, 44, 3
10, 1383791676284, 1383791676344, 60, 16
11, 1383791676348, 1383791676385, 37, 23
12, 1383791676391, 1383791676433, 42, 5
13, 1383791676440, 1383791676484, 44, 2
14, 1383791676490, 1383791676527, 37, 7
15, 1383791676534, 1383791676656, 122, 85
16, 1383791676661, 1383791676710, 49, 73
17, 1383791676713, 1383791676754, 41, 8
18, 1383791676759, 1383791676809, 50, 9
19, 1383791676815, 1383791676858, 43, 7
20, 1383791676869, 1383791676922, 53, 10
21, 1383791676947, 1383791676991, 44, 9
22, 1383791676998, 1383791677054, 56, 12
23, 1383791677059, 1383791677093, 34, 22
24, 1383791677099, 1383791677145, 46, 12
25, 1383791677148, 1383791677178, 30, 16
26, 1383791677181, 1383791677208, 27, 3
27, 1383791677211, 1383791677247, 36, 9
28, 1383791677251, 1383791677284, 33, 3
29, 1383791677287, 1383791677333, 46, 13
30, 1383791677336, 1383791677390, 54, 8
31, 1383791677395, 1383791677435, 40, 14
32, 1383791677444, 1383791677468, 24, 16
33, 1383791677492, 1383791677517, 25, 1
34, 1383791677521, 1383791678488, 967, 942
35, 1383791678495, 1383791680634, 2139, 1172
36, 1383791680641, 1383791682586, 1945, 194
37, 1383791682592, 1383791682718, 126, 1819
38, 1383791682724, 1383791683909, 1185, 1059
39, 1383791683917, 1383791686879, 2962, 1777
40, 1383791686886, 1383791688517, 1631, 1331
41, 1383791688524, 1383791690872, 2348, 717
42, 1383791690904, 1383791695790, 4886, 2538
43, 1383791695797, 1383791699781, 3984, 902
44, 1383791699788, 1383791703263, 3475, 509
45, 1383791703269, 1383791703785, 516, 2959
46, 1383791703792, 1383791703841, 49, 467
47, 1383791703845, 1383791703962, 117, 68
48, 1383791703969, 1383791704087, 118, 1
49, 1383791704090, 1383791704118, 28, 90
50, 1383791704123, 1383791704149, 26, 2
51, 1383791704172, 1383791704208, 36, 10
52, 1383791704212, 1383791704240, 28, 8
53, 1383791704243, 1383791704277, 34, 6
54, 1383791704281, 1383791704323, 42, 8
55, 1383791704327, 1383791704377, 50, 8
56, 1383791704384, 1383791704430, 46, 4
57, 1383791704434, 1383791704507, 73, 27
58, 1383791704513, 1383791707873, 3360, 3287
59, 1383791707883, 1383791709920, 2037, 1323
60, 1383791709928, 1383791712172, 2244, 207
61, 1383791712182, 1383791713609, 1427, 817
62, 1383791713617, 1383791715654, 2037, 610
63, 1383791715663, 1383791717089, 1426, 611
64, 1383791717121, 1383791717168, 47, 1379
65, 1383791717171, 1383791717242, 71, 24
66, 1383791717245, 1383791717294, 49, 22
67, 1383791717297, 1383791717357, 60, 11
68, 1383791717360, 1383791717392, 32, 28
69, 1383791717395, 1383791717426, 31, 1
70, 1383791717429, 1383791717469, 40, 9
71, 1383791717471, 1383791717498, 27, 13
72, 1383791717501, 1383791717529, 28, 1
73, 1383791717533, 1383791717569, 36, 8
74, 1383791717572, 1383791717600, 28, 8
75, 1383791717604, 1383791717638, 34, 6
76, 1383791717642, 1383791717681, 39, 5
77, 1383791717707, 1383791717769, 62, 23
78, 1383791717774, 1383791717806, 32, 30
79, 1383791717810, 1383791717834, 24, 8
80, 1383791717837, 1383791717888, 51, 27
81, 1383791717891, 1383791717932, 41, 10
82, 1383791717936, 1383791717981, 45, 4
83, 1383791717987, 1383791718043, 56, 11
84, 1383791718046, 1383791718092, 46, 10
85, 1383791718095, 1383791718121, 26, 20
86, 1383791718126, 1383791718260, 134, 108
87, 1383791718265, 1383791718307, 42, 92
88, 1383791718312, 1383791718346, 34, 8
89, 1383791718375, 1383791718478, 103, 69
90, 1383791718484, 1383791718615, 131, 28
91, 1383791718621, 1383791718858, 237, 106
92, 1383791718864, 1383791718902, 38, 199
93, 1383791718905, 1383791718957, 52, 14
94, 1383791718965, 1383791719130, 165, 113
95, 1383791719136, 1383791722719, 3583, 3418
96, 1383791722726, 1383791724157, 1431, 2152
97, 1383791724162, 1383791724665, 503, 928
98, 1383791724672, 1383791725585, 913, 410
99, 1383791725588, 1383791725642, 54, 859
100, 1383791725664, 1383791725730, 66, 12
