1, 1384116217649, 1384116217855, 206, 206
2, 1384116217861, 1384116218090, 229, 23
3, 1384116218094, 1384116218295, 201, 28
4, 1384116218300, 1384116218494, 194, 7
5, 1384116218499, 1384116218731, 232, 38
6, 1384116218735, 1384116218956, 221, 11
7, 1384116218962, 1384116219117, 155, 66
8, 1384116219121, 1384116219414, 293, 138
9, 1384116219420, 1384116219743, 323, 30
10, 1384116219748, 1384116220008, 260, 63
11, 1384116220012, 1384116220290, 278, 18
12, 1384116220294, 1384116220525, 231, 47
13, 1384116220529, 1384116220776, 247, 16
14, 1384116220782, 1384116221051, 269, 22
15, 1384116221057, 1384116221359, 302, 33
16, 1384116221364, 1384116221700, 336, 34
17, 1384116221705, 1384116222075, 370, 34
18, 1384116222079, 1384116222443, 364, 6
19, 1384116222447, 1384116222809, 362, 2
20, 1384116222814, 1384116223217, 403, 41
21, 1384116223221, 1384116223631, 410, 7
22, 1384116223636, 1384116224010, 374, 36
23, 1384116224015, 1384116224240, 225, 149
24, 1384116224245, 1384116224491, 246, 21
25, 1384116224496, 1384116224722, 226, 20
26, 1384116224727, 1384116224998, 271, 45
27, 1384116225003, 1384116225408, 405, 134
28, 1384116225413, 1384116225680, 267, 138
29, 1384116225686, 1384116226028, 342, 75
30, 1384116226034, 1384116226356, 322, 20
31, 1384116226360, 1384116226615, 255, 67
32, 1384116226620, 1384116226935, 315, 60
33, 1384116226939, 1384116227134, 195, 120
34, 1384116227139, 1384116235802, 8663, 8468
35, 1384116235808, 1384116257275, 21467, 12804
36, 1384116257281, 1384116274575, 17294, 4173
37, 1384116274580, 1384116290216, 15636, 1658
38, 1384116290222, 1384116303857, 13635, 2001
39, 1384116303863, 1384116327072, 23209, 9574
40, 1384116327080, 1384116342919, 15839, 7370
41, 1384116342926, 1384116362356, 19430, 3591
42, 1384116362362, 1384116403570, 41208, 21778
43, 1384116403600, 1384116441961, 38361, 2847
44, 1384116441967, 1384116469550, 27583, 10778
45, 1384116469558, 1384116472495, 2937, 24646
46, 1384116472501, 1384116472796, 295, 2642
47, 1384116472801, 1384116473068, 267, 28
48, 1384116473075, 1384116473318, 243, 24
49, 1384116473323, 1384116473554, 231, 12
50, 1384116473559, 1384116473768, 209, 22
