Time/ms	Current/mA	Voltage/V
1384136583021	-262.0	3.992
1384136583129	-262.0	3.992
1384136583236	-262.0	3.992
1384136583359	-262.0	3.992
1384136583465	-262.0	3.992
1384136583570	-262.0	3.992
1384136583676	-262.0	3.992
1384136583787	-262.0	3.992
1384136583900	-323.0	3.946
1384136584011	-323.0	3.946
1384136584122	-323.0	3.946
1384136584252	-323.0	3.946
1384136584365	-323.0	3.946
1384136584473	-323.0	3.946
1384136584581	-323.0	3.946
1384136584694	-323.0	3.946
1384136584803	-323.0	3.946
1384136584937	-249.0	3.962
1384136585048	-249.0	3.962
1384136585220	-249.0	3.962
1384136585330	-249.0	3.962
1384136585438	-249.0	3.962
1384136585547	-249.0	3.962
1384136585655	-249.0	3.962
1384136585764	-249.0	3.962
1384136585889	-249.0	3.962
1384136585997	-239.0	3.988
1384136586106	-239.0	3.988
1384136586212	-239.0	3.988
1384136586319	-239.0	3.988
1384136586432	-239.0	3.988
1384136586558	-239.0	3.988
1384136586671	-239.0	3.988
1384136586777	-239.0	3.988
1384136586884	-239.0	3.988
1384136587000	-319.0	3.964
1384136587109	-319.0	3.964
1384136587215	-319.0	3.964
1384136587322	-319.0	3.964
1384136587441	-319.0	3.964
1384136587548	-319.0	3.964
1384136587656	-319.0	3.964
1384136587764	-319.0	3.964
1384136587872	-319.0	3.964
1384136587980	-327.0	3.953
1384136588115	-327.0	3.953
1384136588230	-327.0	3.953
1384136588338	-327.0	3.953
1384136588448	-327.0	3.953
1384136588557	-327.0	3.953
1384136588666	-327.0	3.953
1384136588775	-327.0	3.953
1384136588883	-327.0	3.953
1384136588995	-274.0	3.96
1384136589104	-274.0	3.96
1384136589234	-274.0	3.96
1384136589343	-274.0	3.96
1384136589452	-274.0	3.96
1384136589566	-274.0	3.96
1384136589677	-274.0	3.96
1384136589786	-274.0	3.96
1384136589921	-274.0	4.001
1384136590029	-226.0	4.001
1384136590138	-226.0	4.001
1384136590295	-226.0	4.001
1384136590403	-226.0	4.001
1384136590511	-226.0	4.001
1384136590621	-226.0	4.001
1384136590748	-226.0	4.001
1384136590857	-226.0	4.001
1384136590967	-212.0	3.986
1384136591078	-212.0	3.986
1384136591187	-212.0	3.986
1384136591297	-212.0	3.986
1384136591404	-212.0	3.986
1384136591530	-212.0	3.986
1384136591639	-212.0	3.986
1384136591746	-212.0	3.986
1384136591855	-212.0	3.986
1384136591966	-211.0	3.994
1384136592074	-211.0	3.994
1384136592202	-211.0	3.994
1384136592312	-211.0	3.994
1384136592420	-211.0	3.994
1384136592529	-211.0	3.994
1384136592637	-211.0	3.994
1384136592745	-211.0	3.994
1384136592854	-211.0	3.994
1384136592978	-222.0	3.987
1384136593087	-222.0	3.987
1384136593195	-222.0	3.987
1384136593304	-222.0	3.987
1384136593412	-222.0	3.987
1384136593520	-222.0	3.987
1384136593627	-222.0	3.987
1384136593753	-222.0	3.987
1384136593862	-222.0	3.987
1384136593970	-210.0	3.984
1384136594078	-210.0	3.984
1384136594187	-210.0	3.984
1384136594295	-210.0	3.984
1384136594419	-210.0	3.984
1384136594527	-210.0	3.984
1384136594636	-210.0	3.984
1384136594743	-210.0	3.984
1384136594851	-210.0	3.984
1384136594959	-235.0	3.988
1384136595067	-235.0	3.988
1384136595193	-235.0	3.988
1384136595353	-235.0	3.988
1384136595461	-235.0	3.988
1384136595569	-235.0	3.988
1384136595678	-235.0	3.988
1384136595785	-235.0	3.988
1384136595912	-235.0	3.988
1384136596020	-228.0	3.987
1384136596128	-228.0	3.987
1384136596237	-228.0	3.987
1384136596344	-228.0	3.987
1384136596453	-228.0	3.987
1384136596562	-228.0	3.987
1384136596693	-228.0	3.987
1384136596801	-228.0	3.987
1384136596909	-228.0	3.987
1384136597018	-209.0	3.984
1384136597126	-209.0	3.984
1384136597234	-209.0	3.984
1384136597342	-209.0	3.984
1384136597469	-209.0	3.984
1384136597579	-209.0	3.984
1384136597687	-209.0	3.984
1384136597795	-209.0	3.984
1384136597902	-209.0	3.984
1384136598011	-208.0	3.989
1384136598119	-208.0	3.989
1384136598249	-208.0	3.989
1384136598358	-208.0	3.989
1384136598466	-208.0	3.989
1384136598574	-208.0	3.989
1384136598682	-208.0	3.989
1384136598792	-208.0	3.989
1384136598900	-208.0	3.989
1384136599022	-218.0	3.991
1384136599130	-218.0	3.991
1384136599239	-218.0	3.991
1384136599347	-218.0	3.991
1384136599457	-218.0	3.991
1384136599565	-218.0	3.991
1384136599674	-218.0	3.991
1384136599781	-218.0	3.991
1384136599905	-218.0	3.991
1384136600013	-227.0	3.943
1384136600121	-227.0	3.943
1384136600230	-227.0	3.943
1384136600338	-227.0	3.943
1384136600490	-227.0	3.943
1384136600601	-227.0	3.943
1384136600714	-227.0	3.943
1384136600823	-227.0	3.943
1384136600932	-207.0	3.98
1384136601043	-207.0	3.98
1384136601151	-207.0	3.98
1384136601259	-207.0	3.98
1384136601384	-207.0	3.98
1384136601493	-207.0	3.98
1384136601603	-207.0	3.98
1384136601711	-207.0	3.98
1384136601820	-207.0	3.98
1384136601928	-207.0	3.976
1384136602037	-227.0	3.976
1384136602165	-227.0	3.976
1384136602273	-227.0	3.976
1384136602383	-227.0	3.976
1384136602492	-227.0	3.976
1384136602601	-227.0	3.976
1384136602708	-227.0	3.976
1384136602816	-227.0	3.976
1384136602940	-227.0	3.983
1384136603049	-208.0	3.983
1384136603159	-208.0	3.983
1384136603266	-208.0	3.983
1384136603389	-208.0	3.983
1384136603504	-208.0	3.983
1384136603627	-208.0	3.983
1384136603735	-208.0	3.983
1384136603844	-208.0	3.983
1384136603952	-225.0	3.971
1384136604061	-225.0	3.971
1384136604169	-225.0	3.971
1384136604281	-225.0	3.971
1384136604393	-225.0	3.971
1384136604504	-225.0	3.971
1384136604612	-225.0	3.971
1384136604721	-225.0	3.971
1384136604830	-225.0	3.971
1384136604941	-209.0	3.979
1384136605048	-209.0	3.979
1384136605162	-209.0	3.979
1384136605271	-209.0	3.979
1384136605382	-209.0	3.979
1384136605490	-209.0	3.979
1384136605647	-209.0	3.979
1384136605755	-209.0	3.979
1384136605864	-209.0	3.979
1384136605978	-208.0	3.979
1384136606088	-208.0	3.979
1384136606196	-208.0	3.979
1384136606306	-208.0	3.979
1384136606413	-208.0	3.979
1384136606523	-208.0	3.979
1384136606630	-208.0	3.979
