Time/ms	Current/mA	Voltage/V
1384137477955	-273.0	3.997
1384137478064	-273.0	3.997
1384137478172	-273.0	3.997
1384137478303	-273.0	3.997
1384137478421	-273.0	3.997
1384137478539	-273.0	3.997
1384137478649	-314.0	3.988
1384137478760	-314.0	3.988
1384137478871	-314.0	3.988
1384137478978	-314.0	3.988
1384137479100	-314.0	3.988
1384137479206	-314.0	3.988
1384137479315	-314.0	3.988
1384137479422	-314.0	3.988
1384137479532	-314.0	3.988
1384137479642	-333.0	3.934
1384137479751	-333.0	3.934
1384137479859	-333.0	3.934
1384137479984	-333.0	3.934
1384137480098	-333.0	3.934
1384137480210	-333.0	3.934
1384137480318	-333.0	3.934
1384137480426	-333.0	3.934
1384137480537	-333.0	3.934
1384137480645	-273.0	3.94
1384137480775	-273.0	3.94
1384137480884	-273.0	3.94
1384137480997	-273.0	3.94
1384137481154	-273.0	3.94
1384137481265	-273.0	3.94
1384137481373	-273.0	3.94
1384137481481	-273.0	3.94
1384137481610	-273.0	3.94
1384137481719	-254.0	3.973
1384137481828	-254.0	3.973
1384137481937	-254.0	3.973
1384137482045	-254.0	3.973
1384137482153	-254.0	3.973
1384137482261	-254.0	3.973
1384137482375	-254.0	3.973
1384137482483	-254.0	3.973
1384137482591	-254.0	3.973
1384137482699	-267.0	3.962
1384137482807	-267.0	3.962
1384137482917	-267.0	3.962
1384137483026	-267.0	3.962
1384137483149	-267.0	3.962
1384137483259	-267.0	3.962
1384137483367	-267.0	3.962
1384137483477	-267.0	3.962
1384137483584	-267.0	3.962
1384137483693	-287.0	3.945
1384137483820	-287.0	3.945
1384137483928	-287.0	3.945
1384137484036	-287.0	3.945
1384137484145	-287.0	3.945
1384137484254	-287.0	3.945
1384137484361	-287.0	3.945
1384137484469	-287.0	3.945
1384137484596	-287.0	3.945
1384137484704	-290.0	3.941
1384137484812	-290.0	3.941
1384137484926	-290.0	3.941
1384137485042	-290.0	3.941
1384137485157	-290.0	3.941
1384137485274	-290.0	3.941
1384137485387	-290.0	3.941
1384137485496	-290.0	3.941
1384137485604	-290.0	3.941
1384137485729	-285.0	3.938
1384137485840	-285.0	3.938
1384137485948	-285.0	3.938
1384137486057	-285.0	3.938
1384137486208	-285.0	3.938
1384137486316	-285.0	3.938
1384137486447	-285.0	3.938
1384137486557	-285.0	3.938
1384137486665	-232.0	3.972
1384137486773	-232.0	3.972
1384137486883	-232.0	3.972
1384137486991	-232.0	3.972
1384137487099	-232.0	3.972
1384137487227	-232.0	3.972
1384137487337	-232.0	3.972
1384137487445	-232.0	3.972
