Time/ms	Current/mA	Voltage/V
1384116216897	-219.0	4.072
1384116217003	-219.0	4.072
1384116217110	-219.0	4.072
1384116217225	-219.0	4.072
1384116217346	-219.0	4.072
1384116217464	-219.0	4.072
1384116217582	-335.0	4.069
1384116217696	-335.0	4.069
1384116217817	-335.0	4.069
1384116217928	-335.0	4.069
1384116218032	-335.0	4.069
1384116218138	-335.0	4.069
1384116218243	-335.0	4.069
1384116218374	-335.0	4.069
1384116218479	-335.0	4.069
1384116218594	-374.0	3.99
1384116218699	-374.0	3.99
1384116218803	-374.0	3.99
1384116218908	-374.0	3.99
1384116219013	-374.0	3.99
1384116219194	-374.0	3.99
1384116219299	-374.0	3.99
1384116219403	-374.0	3.99
1384116219516	-374.0	3.99
1384116219622	-367.0	3.998
1384116219726	-367.0	3.998
1384116219830	-367.0	3.998
1384116219935	-367.0	3.998
1384116220062	-367.0	3.998
1384116220166	-367.0	3.998
1384116220270	-367.0	3.998
1384116220375	-367.0	3.998
1384116220481	-367.0	3.998
1384116220585	-367.0	4.001
1384116220690	-367.0	4.001
1384116220883	-367.0	4.001
1384116220988	-367.0	4.001
1384116221116	-367.0	4.001
1384116221226	-367.0	4.001
1384116221331	-367.0	4.001
1384116221437	-367.0	4.001
1384116221542	-367.0	4.001
1384116221648	-320.0	3.995
1384116221769	-320.0	3.995
1384116221874	-320.0	3.995
1384116221980	-320.0	3.995
1384116222146	-320.0	3.995
1384116222251	-320.0	3.995
1384116222356	-320.0	3.995
1384116222507	-320.0	3.995
1384116222612	-299.0	4.028
1384116222717	-299.0	4.028
1384116222903	-299.0	4.028
1384116223008	-299.0	4.028
1384116223113	-299.0	4.028
1384116223219	-299.0	4.028
1384116223346	-299.0	4.028
1384116223451	-299.0	4.028
1384116223557	-296.0	4.024
1384116223694	-296.0	4.024
1384116223799	-296.0	4.024
1384116223905	-296.0	4.024
1384116224010	-296.0	4.024
1384116224115	-296.0	4.024
1384116224221	-296.0	4.024
1384116224341	-296.0	4.024
1384116224448	-296.0	4.024
1384116224555	-304.0	4.023
1384116224665	-304.0	4.023
1384116224784	-304.0	4.023
1384116224906	-304.0	4.023
1384116225054	-304.0	4.023
1384116225159	-304.0	4.023
1384116225265	-304.0	4.023
1384116225370	-304.0	4.023
1384116225490	-304.0	4.023
1384116225595	-301.0	4.021
1384116225766	-301.0	4.021
1384116225871	-301.0	4.021
1384116226025	-301.0	4.021
1384116226130	-301.0	4.021
1384116226235	-301.0	4.021
1384116226340	-301.0	4.021
1384116226449	-301.0	4.021
1384116226554	-319.0	4.021
1384116226668	-319.0	4.021
1384116226774	-319.0	4.021
1384116226879	-319.0	4.021
1384116227018	-319.0	4.021
1384116227125	-319.0	4.021
1384116227233	-319.0	4.021
1384116227338	-319.0	4.021
1384116227443	-319.0	4.021
1384116227548	-319.0	4.021
1384116227652	-323.0	4.005
1384116227758	-323.0	4.005
1384116227862	-323.0	4.005
1384116227969	-323.0	4.005
1384116228074	-323.0	4.005
1384116228179	-323.0	4.005
1384116228296	-323.0	4.005
1384116228401	-323.0	4.005
1384116228507	-323.0	4.005
1384116228612	-320.0	4.007
1384116228718	-320.0	4.007
1384116228823	-320.0	4.007
1384116228930	-320.0	4.007
1384116229053	-320.0	4.007
1384116229160	-320.0	4.007
1384116229266	-320.0	4.007
1384116229372	-320.0	4.007
1384116229478	-320.0	4.007
1384116229584	-319.0	4.006
1384116229691	-319.0	4.006
1384116229818	-319.0	4.006
1384116229923	-319.0	4.006
1384116230029	-319.0	4.006
1384116230135	-319.0	4.006
1384116230241	-319.0	4.006
1384116230347	-319.0	4.006
1384116230454	-319.0	4.006
1384116230569	-317.0	4.006
1384116230674	-317.0	4.006
1384116230780	-317.0	4.006
1384116230886	-317.0	4.006
1384116230992	-317.0	4.006
1384116231144	-317.0	4.006
1384116231258	-317.0	4.006
1384116231370	-317.0	4.006
1384116231476	-317.0	4.006
1384116231581	-309.0	4.0
1384116231686	-309.0	4.0
1384116231792	-309.0	4.0
1384116231897	-309.0	4.0
1384116232003	-309.0	4.0
1384116232116	-309.0	4.0
1384116232221	-309.0	4.0
1384116232326	-309.0	4.0
1384116232433	-309.0	4.0
1384116232539	-309.0	4.0
1384116232644	-296.0	4.013
