Time/ms	Current/mA	Voltage/V
1384140745407	-198.0	4.106
1384140745515	-198.0	4.106
1384140745631	-198.0	4.106
1384140745747	-255.0	4.1
1384140745872	-255.0	4.1
1384140745988	-255.0	4.1
1384140746114	-255.0	4.1
1384140746281	-255.0	4.1
1384140746387	-255.0	4.1
1384140746493	-255.0	4.1
1384140746680	-255.0	4.1
1384140746839	-327.0	4.023
1384140746949	-327.0	4.023
1384140747144	-327.0	4.023
1384140747253	-327.0	4.023
1384140747369	-327.0	4.023
1384140747474	-327.0	4.023
1384140747579	-327.0	4.023
1384140747686	-327.0	4.023
1384140747793	-310.0	4.043
1384140747899	-310.0	4.043
1384140748007	-310.0	4.043
1384140748112	-310.0	4.043
1384140748220	-310.0	4.043
1384140748330	-310.0	4.043
1384140748435	-310.0	4.043
1384140748589	-310.0	4.043
1384140748694	-310.0	4.043
1384140748799	-298.0	4.045
1384140748904	-298.0	4.045
1384140749009	-298.0	4.045
1384140749114	-298.0	4.045
1384140749220	-298.0	4.045
1384140749382	-298.0	4.045
1384140749487	-298.0	4.045
1384140749592	-298.0	4.045
1384140749765	-288.0	4.05
1384140749870	-288.0	4.05
1384140749975	-288.0	4.05
1384140750101	-288.0	4.05
1384140750207	-288.0	4.05
1384140750312	-288.0	4.05
1384140750437	-288.0	4.05
1384140750542	-288.0	4.05
1384140750647	-288.0	4.05
1384140750752	-292.0	4.04
1384140750872	-292.0	4.04
1384140750977	-292.0	4.04
1384140751082	-292.0	4.04
1384140751187	-292.0	4.04
1384140751292	-292.0	4.04
1384140751397	-292.0	4.04
1384140751502	-292.0	4.04
1384140751608	-292.0	4.04
1384140751732	-296.0	4.04
1384140751838	-296.0	4.04
1384140751944	-296.0	4.04
1384140752120	-296.0	4.04
1384140752269	-296.0	4.04
1384140752377	-296.0	4.04
1384140752482	-296.0	4.04
1384140752588	-296.0	4.04
1384140752693	-296.0	4.04
1384140752850	-295.0	4.04
1384140752955	-295.0	4.04
1384140753060	-295.0	4.04
1384140753165	-295.0	4.04
1384140753271	-295.0	4.04
1384140753376	-295.0	4.04
1384140753482	-295.0	4.04
1384140753588	-295.0	4.04
1384140753692	-295.0	4.04
1384140753812	-305.0	4.042
1384140753918	-305.0	4.042
1384140754039	-305.0	4.042
1384140754143	-305.0	4.042
1384140754247	-305.0	4.042
1384140754359	-305.0	4.042
1384140754464	-305.0	4.042
1384140754569	-305.0	4.042
1384140754674	-305.0	4.042
1384140754779	-371.0	4.018
1384140754883	-371.0	4.018
1384140754988	-371.0	4.018
1384140755093	-371.0	4.018
1384140755228	-371.0	4.018
1384140755333	-371.0	4.018
1384140755485	-371.0	4.018
1384140755590	-371.0	4.018
1384140755695	-371.0	4.018
1384140755799	-381.0	3.998
1384140755904	-381.0	3.998
1384140756035	-381.0	3.998
1384140756139	-381.0	3.998
1384140756243	-381.0	3.998
1384140756346	-381.0	3.998
1384140756451	-381.0	3.998
1384140756555	-381.0	3.998
1384140756660	-381.0	3.998
1384140756764	-378.0	3.997
1384140756869	-378.0	3.997
1384140756994	-378.0	3.997
1384140757099	-378.0	3.997
1384140757204	-378.0	3.997
1384140757361	-378.0	3.997
1384140757467	-378.0	3.997
1384140757574	-378.0	3.997
1384140757704	-378.0	3.997
1384140757809	-347.0	3.998
1384140757918	-347.0	3.998
1384140758025	-347.0	3.998
1384140758132	-347.0	3.998
1384140758238	-347.0	3.998
1384140758344	-347.0	3.998
1384140758470	-347.0	3.998
1384140758576	-347.0	3.998
1384140758682	-347.0	3.998
1384140758788	-315.0	4.023
1384140758894	-315.0	4.023
1384140759000	-315.0	4.023
1384140759106	-315.0	4.023
1384140759233	-315.0	4.023
1384140759338	-315.0	4.023
1384140759443	-315.0	4.023
1384140759549	-315.0	4.023
1384140759657	-315.0	4.023
1384140759762	-302.0	4.024
1384140759868	-302.0	4.024
1384140759984	-302.0	4.024
1384140760090	-302.0	4.024
1384140760197	-302.0	4.024
1384140760302	-302.0	4.024
1384140760408	-302.0	4.024
1384140760515	-302.0	4.024
1384140760620	-302.0	4.024
1384140760750	-302.0	4.029
1384140760857	-296.0	4.029
1384140760963	-296.0	4.029
1384140761069	-296.0	4.029
1384140761176	-296.0	4.029
1384140761282	-296.0	4.029
1384140761387	-296.0	4.029
1384140761516	-296.0	4.029
1384140761621	-296.0	4.029
1384140761727	-296.0	4.029
1384140761833	-294.0	4.026
1384140761940	-294.0	4.026
1384140762046	-294.0	4.026
1384140762152	-294.0	4.026
1384140762281	-294.0	4.026
1384140762434	-294.0	4.026
1384140762547	-294.0	4.026
1384140762653	-294.0	4.026
1384140762760	-294.0	4.029
1384140762866	-294.0	4.029
1384140762971	-294.0	4.029
1384140763101	-294.0	4.029
1384140763207	-294.0	4.029
1384140763312	-294.0	4.029
1384140763419	-294.0	4.029
1384140763524	-294.0	4.029
1384140763630	-294.0	4.029
1384140763777	-293.0	4.029
1384140763882	-293.0	4.029
1384140763987	-293.0	4.029
1384140764091	-293.0	4.029
1384140764196	-293.0	4.029
1384140764301	-293.0	4.029
1384140764405	-293.0	4.029
1384140764510	-293.0	4.029
1384140764633	-293.0	4.029
1384140764739	-293.0	4.021
1384140764844	-293.0	4.021
1384140764949	-293.0	4.021
1384140765057	-293.0	4.021
1384140765162	-293.0	4.021
1384140765268	-293.0	4.021
1384140765397	-293.0	4.021
1384140765503	-293.0	4.021
1384140765608	-293.0	4.021
1384140765714	-293.0	4.021
1384140765821	-293.0	4.029
1384140765927	-293.0	4.029
1384140766032	-293.0	4.029
1384140766159	-293.0	4.029
1384140766264	-293.0	4.029
1384140766370	-293.0	4.029
1384140766476	-293.0	4.029
1384140766583	-293.0	4.029
1384140766688	-293.0	4.029
1384140766794	-292.0	4.026
1384140766921	-292.0	4.026
1384140767027	-292.0	4.026
1384140767132	-292.0	4.026
1384140767239	-292.0	4.026
1384140767345	-292.0	4.026
1384140767503	-292.0	4.026
1384140767609	-292.0	4.026
1384140767719	-292.0	4.026
1384140767824	-294.0	4.024
1384140767931	-294.0	4.024
1384140768036	-294.0	4.024
1384140768143	-294.0	4.024
1384140768248	-294.0	4.024
1384140768355	-294.0	4.024
1384140768479	-294.0	4.024
1384140768588	-294.0	4.024
1384140768695	-294.0	4.024
1384140768801	-294.0	4.022
1384140768906	-294.0	4.022
1384140769012	-294.0	4.022
1384140769117	-294.0	4.022
1384140769250	-294.0	4.022
1384140769355	-294.0	4.022
1384140769462	-294.0	4.022
1384140769567	-294.0	4.022
1384140769672	-294.0	4.022
1384140769778	-292.0	4.023
1384140769885	-292.0	4.023
1384140770015	-292.0	4.023
1384140770123	-292.0	4.023
1384140770228	-292.0	4.023
1384140770333	-292.0	4.023
1384140770438	-292.0	4.023
1384140770549	-292.0	4.023
1384140770654	-292.0	4.023
1384140770783	-292.0	4.022
1384140770888	-292.0	4.022
1384140770993	-292.0	4.022
1384140771100	-292.0	4.022
1384140771206	-292.0	4.022
1384140771311	-292.0	4.022
1384140771416	-292.0	4.022
1384140771541	-292.0	4.022
1384140771648	-292.0	4.022
1384140771753	-296.0	4.012
1384140771860	-296.0	4.012
1384140771966	-296.0	4.012
1384140772072	-296.0	4.012
1384140772179	-296.0	4.012
1384140772312	-296.0	4.012
1384140772417	-296.0	4.012
1384140772573	-296.0	4.012
1384140772680	-296.0	4.012
1384140772789	-295.0	4.02
1384140772895	-295.0	4.02
1384140773000	-295.0	4.02
1384140773131	-295.0	4.02
1384140773237	-295.0	4.02
1384140773344	-295.0	4.02
1384140773449	-295.0	4.02
1384140773555	-295.0	4.02
1384140773660	-295.0	4.02
1384140773766	-304.0	4.018
1384140773891	-304.0	4.018
1384140773996	-304.0	4.018
1384140774100	-304.0	4.018
1384140774206	-304.0	4.018
1384140774311	-304.0	4.018
1384140774415	-304.0	4.018
1384140774520	-304.0	4.018
1384140774648	-304.0	4.018
1384140774753	-349.0	3.992
1384140774858	-349.0	3.992
1384140774963	-349.0	3.992
1384140775068	-349.0	3.992
1384140775173	-349.0	3.992
1384140775277	-349.0	3.992
1384140775383	-349.0	3.992
1384140775488	-349.0	3.992
1384140775594	-349.0	3.992
1384140775698	-349.0	3.992
1384140775802	-344.0	3.996
1384140775908	-344.0	3.996
1384140776013	-344.0	3.996
1384140776141	-344.0	3.996
1384140776247	-344.0	3.996
1384140776351	-344.0	3.996
1384140776456	-344.0	3.996
1384140776560	-344.0	3.996
1384140776665	-344.0	3.996
1384140776770	-342.0	3.995
1384140776882	-342.0	3.995
1384140776987	-342.0	3.995
1384140777092	-342.0	3.995
1384140777196	-342.0	3.995
1384140777301	-342.0	3.995
1384140777406	-342.0	3.995
1384140777511	-342.0	3.995
1384140777664	-342.0	3.995
1384140777772	-325.0	3.994
1384140777877	-325.0	3.994
1384140777982	-325.0	3.994
1384140778088	-325.0	3.994
1384140778193	-325.0	3.994
1384140778298	-325.0	3.994
1384140778406	-325.0	3.994
1384140778511	-325.0	3.994
1384140778616	-325.0	3.994
1384140778721	-325.0	3.994
1384140778827	-291.0	4.014
1384140778932	-291.0	4.014
1384140779037	-291.0	4.014
1384140779145	-291.0	4.014
1384140779250	-291.0	4.014
1384140779356	-291.0	4.014
1384140779461	-291.0	4.014
1384140779566	-291.0	4.014
1384140779671	-291.0	4.014
1384140779776	-291.0	4.014
1384140779884	-291.0	4.014
1384140779989	-291.0	4.014
1384140780094	-291.0	4.014
1384140780199	-291.0	4.014
1384140780304	-291.0	4.014
1384140780410	-291.0	4.014
1384140780515	-291.0	4.014
1384140780622	-291.0	4.014
1384140780728	-291.0	4.014
1384140780833	-295.0	4.015
1384140780938	-295.0	4.015
1384140781043	-295.0	4.015
