Time/ms	Current/mA	Voltage/V
1384102663859	-217.0	4.079
1384102663969	-217.0	4.079
1384102664087	-217.0	4.079
1384102664225	-217.0	4.079
1384102664346	-217.0	4.079
1384102664456	-217.0	4.079
1384102664587	-217.0	4.079
1384102664694	-217.0	4.079
1384102664818	-384.0	4.029
1384102664923	-384.0	4.029
1384102665032	-384.0	4.029
1384102665138	-384.0	4.029
1384102665258	-384.0	4.029
1384102665421	-384.0	4.029
1384102665526	-384.0	4.029
1384102665671	-384.0	4.029
1384102665775	-384.0	4.029
1384102665905	-367.0	4.006
1384102666023	-367.0	4.006
1384102666129	-367.0	4.006
1384102666235	-367.0	4.006
1384102666368	-367.0	4.006
1384102666472	-367.0	4.006
1384102666576	-367.0	4.006
1384102666681	-367.0	4.006
1384102666799	-364.0	4.013
1384102666947	-364.0	4.013
1384102667052	-364.0	4.013
1384102667156	-364.0	4.013
1384102667261	-364.0	4.013
1384102667366	-364.0	4.013
1384102667508	-364.0	4.013
1384102667613	-364.0	4.013
1384102667717	-364.0	4.013
1384102667823	-341.0	4.012
1384102667929	-341.0	4.012
1384102668098	-341.0	4.012
1384102668204	-341.0	4.012
1384102668312	-341.0	4.012
1384102668417	-341.0	4.012
1384102668522	-341.0	4.012
1384102668627	-341.0	4.012
1384102668734	-341.0	4.012
1384102668839	-297.0	4.032
1384102668983	-297.0	4.032
1384102669088	-297.0	4.032
1384102669194	-297.0	4.032
1384102669299	-297.0	4.032
1384102669471	-297.0	4.032
1384102669585	-297.0	4.032
1384102669692	-297.0	4.032
1384102669806	-309.0	4.032
1384102669913	-309.0	4.032
1384102670017	-309.0	4.032
1384102670123	-309.0	4.032
1384102670227	-309.0	4.032
1384102670347	-309.0	4.032
1384102670452	-309.0	4.032
1384102670623	-309.0	4.032
1384102670729	-309.0	4.032
1384102670834	-295.0	4.024
1384102670995	-295.0	4.024
1384102671100	-295.0	4.024
1384102671229	-295.0	4.024
1384102671335	-295.0	4.024
1384102671468	-295.0	4.024
1384102671573	-295.0	4.024
1384102671739	-295.0	4.024
1384102671844	-296.0	4.029
1384102672005	-296.0	4.029
1384102672116	-296.0	4.029
1384102672223	-296.0	4.029
